career_field,current_education_level,budget_constraint,timeline_urgency,years_of_experience,gpa_percentile,research_experience_months,project_portfolio_count,viability_score
Software Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.2029502059517974,6.0,1.0,0.1804583297183879
Software Engineer,Bachelor in Psychology,Very Limited,Soon,2.0,0.1232843934194322,8.0,0.0,0.2223484989836591
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.3572687012983851,8.0,0.0,0.069774723528127
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3116757587931474,0.0,1.0,0.1249105774040242
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.337516077778404,10.0,0.0,0.0702519829230318
Software Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.2362004863588344,3.0,0.0,0.0781105935156721
Software Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.259573811957279,3.0,1.0,0.0577992025149823
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2186302803978743,5.0,0.0,0.0794123701133176
Software Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.1348416880601577,9.0,1.0,0.1127933434754705
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.3952039489631394,10.0,0.0,0.080316858573976
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.2624222822042755,4.0,0.0,0.1607422970716022
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.202734393650414,11.0,0.0,0.2432834771732814
Data Scientist,Bootcamp Graduate,Very Limited,Soon,2.0,0.1417590104037086,2.0,0.0,0.1752468642842127
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3640944286446781,7.0,1.0,0.1638754722364565
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.3728363832811726,10.0,1.0,0.1566773257530725
ML Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.3847336429268322,9.0,1.0,0.068734484141182
Data Scientist,Bachelor in Humanities,Very Limited,Soon,0.0,0.3596731436873657,10.0,1.0,0.1386911672763808
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.1935697240012841,2.0,0.0,0.0561580099320895
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.2933410831363101,11.0,1.0,0.1166814644318221
Data Scientist,Bachelor in Psychology,Very Limited,Soon,2.0,0.39716380983104,1.0,1.0,0.2489297283119996
Data Scientist,Bachelor in Psychology,Limited,Urgent,0.0,0.3093268828220289,2.0,0.0,0.223788850455829
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.1726693653473701,5.0,1.0,0.079039302576932
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.1697152969168143,6.0,0.0,0.2106965486593769
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1964487103743646,4.0,0.0,0.0952057995631999
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1643884219776408,2.0,0.0,0.2019222857399593
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2361840544325071,3.0,1.0,0.1609314696070191
Data Scientist,Bachelor in Humanities,Very Limited,URGENT,1.0,0.2204336892739581,1.0,1.0,0.214755618020233
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.195276038578335,0.0,1.0,0.2066033274633466
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.2749799553439136,7.0,0.0,0.1180741492611525
Software Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2080701756401284,2.0,0.0,0.218542380432111
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2162946416366941,10.0,0.0,0.1907714183268662
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.3626533679657848,4.0,0.0,0.1056878816500869
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3870399446452859,11.0,1.0,0.1365458272039409
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.210943976796153,11.0,0.0,0.2035135257035836
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.2103357963268459,8.0,0.0,0.0723024424642552
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.3064133331508042,4.0,1.0,0.1174691093538185
ML Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.1094265464533818,2.0,0.0,0.116048555867281
Data Cientist,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2557096840388646,5.0,0.0,0.1123727715833766
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.1796748498875818,4.0,0.0,0.2046283747837343
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2711948871642805,10.0,0.0,0.1792917483275861
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.3970626680762864,6.0,0.0,0.1561474710573671
Data Scientist,Bootcamp Graduate,Limited,Urgent,2.0,0.3429580562081759,3.0,1.0,0.108100901134284
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.3873802363170312,10.0,1.0,0.0983786588225778
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2862725770653124,5.0,1.0,0.1419329740805322
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2682623390087852,5.0,0.0,0.146266675307133
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.2494708001497819,7.0,1.0,0.2406040042357798
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2310987656996863,2.0,0.0,0.064616312405403
Software Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.3562665719022604,3.0,0.0,0.0964079657802212
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,1.0,0.3314880732935823,5.0,1.0,0.0524206233552214
ML Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.3414259365969084,4.0,1.0,0.211615856471166
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1761463234470084,10.0,0.0,0.1305528796924503
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1461421073924823,6.0,0.0,0.2409693986076936
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2071363477901508,1.0,0.0,0.10020027665246
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1721196738680521,9.0,1.0,0.2336478173350874
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1116789889977002,9.0,0.0,0.0850443544211654
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3157479690833707,7.0,0.0,0.1355003662656223
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3682282907599753,6.0,1.0,0.2285116454972949
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.1621227427632565,8.0,0.0,0.0638015185225632
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1285159136598078,10.0,1.0,0.0595282514873013
ML Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.3474363568833361,1.0,0.0,0.1426587306545593
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1383600403667252,8.0,0.0,0.1680862179645386
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1601680753218949,6.0,1.0,0.0520181213378049
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.3195174209692639,3.0,0.0,0.133188780916371
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.3998631756157284,3.0,0.0,0.0940976869378212
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2142069043482597,6.0,0.0,0.2007659401138437
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.1307547892199423,0.0,0.0,0.1517781111182111
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3091628145728911,6.0,0.0,0.2107036216869868
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.3585072711362036,0.0,1.0,0.2114141807733406
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.2995438582715216,4.0,0.0,0.0737748782354144
Software Engineer,Bootcamp Graduate,NO BUDGET,Soon,2.0,0.2503263640786591,5.0,0.0,0.1568581103787351
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2446793083756576,7.0,0.0,0.2423026677966169
ML Engineer,Bootcamp Graduate,Very Limited,SOON,2.0,0.3638023060529585,8.0,1.0,0.1854304824915347
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.2504546384439201,7.0,0.0,0.112572632171026
Data Scientist,Bootcamp Graduate,Limited,Soon,2.0,0.3718261181443781,1.0,1.0,0.1848039838117585
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1920329798566423,10.0,1.0,0.174258489809922
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.281651429984763,7.0,0.0,0.1211709518518422
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.3342987680844974,5.0,0.0,0.0702745795106318
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3941106222826556,9.0,1.0,0.153740198876119
Software Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.3936872521123312,8.0,0.0,0.0879630605944312
ML Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.2810911601678125,6.0,0.0,0.0651167227708134
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2870946334870798,1.0,1.0,0.1783263817654709
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1046184675073925,3.0,0.0,0.1006203078359217
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.2300748377897843,2.0,1.0,0.1996768699352463
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.1726066239942632,3.0,0.0,0.0682782972663552
Data Scientist,Bachelor in Psychology,Limited,Urgent,0.0,0.2274314591275159,9.0,0.0,0.1845743337196159
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.3228644481003817,7.0,0.0,0.154289804833376
Data Scientist,Bachelor in Psychology,Limited,Urgent,0.0,0.1618652215252419,10.0,0.0,0.1167213578058086
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3362161080256999,4.0,1.0,0.1760494438912316
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.2498295309600506,1.0,1.0,0.0788775264267334
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.1780709793955688,5.0,0.0,0.0820925228542452
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.3240329918601154,2.0,0.0,0.2152976180391524
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.1929420625967407,11.0,0.0,0.1530011319419446
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2063274846379164,9.0,1.0,0.2382241625067347
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.1232922327966344,2.0,0.0,0.0887726135873785
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2034344260217941,2.0,1.0,0.1378421202499434
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.2233280826641319,3.0,0.0,0.147875289794134
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2242602776715491,9.0,0.0,0.0983073683403363
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2557673712340615,11.0,0.0,0.0990704628332422
Data Scientist,Bootcamp Graduate,Limited,Urgent,2.0,0.2007021499117179,11.0,1.0,0.1732600971851448
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.3614405264129602,2.0,1.0,0.1323729480834992
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.2235874285102306,5.0,0.0,0.1762837842436753
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.3687024332856337,6.0,1.0,0.1515610127917558
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.3571926707082523,10.0,0.0,0.1316238113651846
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2213705969212052,2.0,0.0,0.0651399454619575
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.1199694183742668,8.0,0.0,0.0648210845149734
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1311035742202829,8.0,1.0,0.2033030099065169
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.2159860517901503,11.0,0.0,0.1193925319469116
Data Scientist,Bachelor in Humanities,Limited,Soon,1.0,0.2148396293309163,9.0,0.0,0.181902153728154
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.2910285151132982,2.0,1.0,0.0950083752341744
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3334075729433959,6.0,0.0,0.0875444811384504
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.2297038679210042,0.0,0.0,0.1019152898550098
ML Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.3472980675637808,11.0,1.0,0.2216240788502207
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.2542603120028017,6.0,1.0,0.1833543819567794
ML Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.2730107196573269,5.0,1.0,0.2153304114921281
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2081280481424458,2.0,1.0,0.1632361382450141
Data Scientist,Bachelor in Humanities,Very Limited,Soon,1.0,0.1051449345745594,7.0,1.0,0.1912317004238108
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.269018605213792,4.0,0.0,0.1304669910474665
Data Scientist,Bachelor in Humanities,Limited,Urgent,0.0,0.3270190501205704,10.0,1.0,0.1914794000065855
Data Scientist,Bachelor in Humanities,Limited,Soon,2.0,0.3605232363824147,10.0,1.0,0.1242971887318868
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.2329178086991263,1.0,1.0,0.2222090599006623
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.1163172245566933,10.0,0.0,0.2448495308289512
ML Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.2907820980480133,3.0,0.0,0.0858712020578482
ML Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.3512101239310452,1.0,1.0,0.1870790686892011
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3514464924965927,5.0,1.0,0.2421840293857649
Data Scientist,Bachelor in Psychology,EXPENSIVE,Urgent,0.0,0.275349938659237,0.0,1.0,0.1785155220647268
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.3648744449556167,10.0,0.0,0.1503151399835897
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.3073635428159621,6.0,0.0,0.1430019035052855
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.215679277754,1.0,0.0,0.0921586203100057
Sofware Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.190743708750378,3.0,0.0,0.0840230834618563
Data Scientist,Bootcamp Graduate,Very Limited,Soon,1.0,0.3411414671450425,4.0,1.0,0.166139816910857
ML Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.3626216875365503,0.0,0.0,0.2468468998468868
ML Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.3586608920974566,6.0,0.0,0.1625110402546095
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.241260206866953,8.0,0.0,0.1619157708930684
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.3579384024434937,1.0,1.0,0.1156466211356678
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.2934235745730456,3.0,1.0,0.1605324535553496
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.1394960766379775,7.0,1.0,0.0830604572275922
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.3816684880123825,10.0,1.0,0.1613569821856376
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.2870433491557889,9.0,1.0,0.0607028925826086
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.2663012423021035,0.0,1.0,0.1472260970429848
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2829824675788155,10.0,1.0,0.2071625290936746
Data Scientist,Bachelor in Humanities,Limited,Urgent,0.0,0.3308346682246141,1.0,0.0,0.1848799303627963
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2653479885749116,3.0,0.0,0.2178360789960597
Software Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.1520488151065066,0.0,0.0,0.2102891552445907
Data Scientist,Bachelor in Psychology,Limited,Urgent,0.0,0.1703276800034544,10.0,1.0,0.0560207744422637
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.3148149919726434,8.0,1.0,0.1745379081899595
ML Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.3806453540582487,7.0,1.0,0.1245017863106931
ML Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.3253531410862128,7.0,1.0,0.0854385002022382
Data Scientist,Bachelor in Humanities,Limited,Urgent,1.0,0.1553897372042108,9.0,0.0,0.1359915239559643
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2594364742567916,5.0,0.0,0.1485639169065649
ML Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.2896714452603583,7.0,0.0,0.1280240469376678
ML Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.104553064686048,10.0,1.0,0.0711706471755817
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.2232571275521489,9.0,0.0,0.2385318353933261
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.1296211620647997,4.0,0.0,0.1223082797508077
Data Scientist,Bachelor in Humanities,Limited,Urgent,0.0,0.1201702540271683,1.0,0.0,0.1899410412198952
Data Scientist,Bachelor in Psychology,Very Limited,Soon,2.0,0.1517571630839086,10.0,1.0,0.1092715227026576
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.3380711963616405,6.0,0.0,0.2064101538527517
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.3066287622434096,9.0,0.0,0.1990358990739228
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3417143577004654,0.0,1.0,0.0918118747413692
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.3738677334209727,2.0,1.0,0.0865344768479336
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.3344516943226546,4.0,1.0,0.2365109756838624
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.2262283605297777,1.0,1.0,0.2374217889839354
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.2209623268399757,11.0,1.0,0.1139304110584125
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.1317622954639388,3.0,0.0,0.1563322047528966
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.1857098782134293,9.0,1.0,0.1562588036701864
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.3745182197551667,9.0,1.0,0.0999006159365483
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.1975633588828634,10.0,0.0,0.1043997210688712
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2200636827549016,6.0,0.0,0.1408806308959905
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.1668028237369255,3.0,1.0,0.2333884096401832
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.3844754613370238,6.0,0.0,0.1029031607977676
ML Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.3780749038993325,10.0,0.0,0.134000814816281
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,2.0,0.274975717693767,5.0,0.0,0.2074743916298546
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.269864504725785,5.0,1.0,0.062377140336095
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.232632110403916,2.0,0.0,0.1289144630637847
ML Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.3416296987899959,10.0,0.0,0.0807799809387547
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.2225366744225448,1.0,0.0,0.2154713109652291
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.294431510360237,3.0,0.0,0.2081041020543347
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.3213852842192777,4.0,1.0,0.1842541650458265
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.1468604523791798,6.0,1.0,0.2454559865132894
ML Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.2856316231123015,7.0,0.0,0.1501421851673342
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.183681422822043,10.0,0.0,0.069909302561755
Data Scientist,Bachelor in Humanities,Limited,Urgent,1.0,0.2807409492110365,3.0,1.0,0.0622014286010789
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1405240438677282,2.0,1.0,0.2279153236660984
ML Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.2726077519387296,3.0,1.0,0.0786790740021785
Software Engineer,Bachelor in Psychology,Limited,Soon,0.0,0.2875990509863362,8.0,1.0,0.0937427777813078
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2396010801818458,8.0,1.0,0.0663197440009676
ML Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.3018541400465634,3.0,1.0,0.1485198010443628
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.1151250320806627,11.0,0.0,0.1653762402622416
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2640088984889019,4.0,1.0,0.0754971360280492
ML Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.3144156500506108,3.0,1.0,0.1550940614711786
Software Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.2985503755341995,7.0,0.0,0.1686922765409447
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.2995167967019894,6.0,1.0,0.0769152534208215
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.1954786124157178,10.0,1.0,0.1789805810584712
ML Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.3872894938817764,2.0,0.0,0.1528922655479788
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2998803584437116,4.0,1.0,0.0951455447678255
Data Scientist,Bachelor in Humanities,Limited,Soon,2.0,0.124311583139517,6.0,0.0,0.2453588745655172
Data Scientist,Bachelor in Humanities,Limited,Soon,2.0,0.3673954619080897,2.0,0.0,0.1140054633124783
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.2999851254638117,11.0,1.0,0.1645285706231169
