career_field,current_education_level,budget_constraint,timeline_urgency,age,years_of_experience,interest_alignment_score,skill_transferability_score,geographic_flexibility,learning_commitment_hours_per_week,has_relevant_certifications,has_industry_connections,current_career_satisfaction,family_support_level,health_constraints,language_proficiency,prior_career_switches,education_gap_years,target_career_growth_trend,viability_score
Graphic Designer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),20,4,0.4597485563782837,0.4034203253885676,0,19,0,0,0.5462297225906547,1,0,1,0,5,0.7812633949954613,0.37713111037084895
Lawyer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),32,0,0.6998926375981305,0.4571255698417982,1,37,0,0,0.3454751736635223,1,0,1,0,0,0.455268634596685,0.5527870360425541
Software Engineer,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),33,3,0.7214540639612154,0.4024572676353688,0,14,0,0,0.3578680494627443,1,0,0,0,8,0.9315781131079499,0.40751157278647543
Doctor (MBBS),Master's,Very Limited (<₹25K),Flexible (5+ years),32,3,0.631785945312712,0.3268623803490621,1,8,0,0,0.3375579300724208,1,0,1,1,2,0.362991031430863,0.3933248678494905
Product Manager,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),30,0,0.2349839105095538,0.5961802859462003,1,24,0,0,0.5383762863080218,2,0,2,0,0,0.5563421490771412,0.4523221181322968
Teacher,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),32,5,0.544460139042652,0.5970110934334911,1,8,0,0,0.3021818652560308,1,1,1,0,0,0.8607376055838509,0.45637147883994517
Doctor (MBBS),PhD,Limited (₹25K-₹75K),Medium (2-5 years),27,0,0.7582113780291972,0.6280283013127557,0,19,0,0,0.31450184597240977,1,0,2,1,2,0.8917180560848772,0.5076239979750429
Machine Learning Engineer,High School,Very Limited (<₹25K),Urgent (1-2 years),24,0,0.6162867930753592,0.651229329280913,1,28,0,0,0.4669568327555574,2,0,2,0,0,0.3930023837169478,0.5472440355552783
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),19,2,0.5733293773730999,0.6314302993070511,0,38,0,0,0.8311814466019996,1,0,1,1,0,0.3992905275543056,0.505285874418293
Product Manager,Master's,Limited (₹25K-₹75K),Flexible (5+ years),29,4,0.48340621799136196,0.7746989702304922,1,29,0,0,0.100075207331498,2,0,1,1,4,0.8706135833995281,0.5584963412695811
Doctor (MBBS),High School,Limited (₹25K-₹75K),Medium (2-5 years),19,7,0.7273128755215914,0.35277088854867134,0,14,1,0,0.4050267061253703,0,0,1,0,2,0.8801122659626814,0.5112991530451512
Software Engineer,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),44,7,0.49962438824231903,0.5748318926226035,0,40,0,0,0.1514328031044631,1,0,0,0,0,0.5322957901659057,0.5301928108949265
Teacher,High School,Moderate (₹75K-₹2L),Immediate (<1 year),27,0,0.5610434258952844,0.40949870729126003,0,11,0,1,0.37129475376121673,1,0,1,0,0,0.5176465833157071,0.4972010827504705
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),19,2,0.5799737406406091,0.15024528524017594,1,11,0,0,0.4456141061674071,2,0,2,0,0,0.8088088666075313,0.4229412789361544
Data Scientist,High School,Flexible (>₹2L),Medium (2-5 years),38,5,0.4808498187975688,0.5286566221640425,1,34,0,1,0.5255088632557373,1,0,1,0,0,0.3011589690416156,0.591750962373414
Product Manager,Master's,Very Limited (<₹25K),Immediate (<1 year),36,4,0.4836640423286761,0.5363089221592214,1,10,0,1,0.35838336838468543,1,1,0,3,4,0.8911060785996923,0.5146486156337021
Teacher,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),20,5,0.7061800026152322,0.34236448282283755,1,12,0,0,0.5733650081931951,0,0,0,1,0,0.9128474900475796,0.42956479703919126
Data Scientist,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),22,0,0.6030315836109578,0.47909412033048615,1,26,1,0,0.29660443655857205,1,0,1,1,0,0.6987371690107198,0.610077071394372
Data Scientist,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),39,3,0.5587812064338974,0.6873249095059767,2,14,0,0,0.30614842112345575,2,0,1,0,0,0.5304970080400295,0.5285724070585047
Data Scientist,High School,Limited (₹25K-₹75K),Medium (2-5 years),24,2,0.7160379667052906,0.6799057375655818,1,33,0,0,0.253215339862236,1,0,1,0,5,0.7026751055875997,0.5580831089288302
Software Engineer,Bachelor's,Flexible (>₹2L),Medium (2-5 years),34,9,0.3801652340384499,0.6070595697268673,1,24,1,0,0.5794897414440481,1,0,0,1,0,0.8877718972421031,0.5725060900566228
Software Engineer,High School,Moderate (₹75K-₹2L),Medium (2-5 years),35,0,0.9718147019935444,0.3970222914092936,1,29,0,0,0.3878613684995905,1,1,0,0,0,0.43888306210868866,0.5652173687905578
Investment Banker,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),19,0,0.6775191305315021,0.6251151543175344,1,39,0,1,0.49235156579638484,1,0,0,0,0,0.6426588745617658,0.6830364646921997
Entrepreneur,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),34,7,0.7031706030137839,0.6658899733122018,1,32,0,0,0.31064757706898494,1,0,0,0,0,0.8783387002260699,0.5889021727574413
Software Engineer,High School,Limited (₹25K-₹75K),Medium (2-5 years),21,1,0.598627720950858,0.33721929372548204,2,12,0,1,0.3045251544557277,1,0,2,0,0,0.47169955358462934,0.548667158205439
Software Engineer,High School,Flexible (>₹2L),Flexible (5+ years),20,3,0.5054498301158923,0.4974644948821065,2,11,0,1,0.7743651630042563,2,0,1,0,5,0.45232697689522194,0.5175243976167094
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),40,4,0.38290435171131865,0.3204552986160286,1,35,0,0,0.3598686490959906,1,0,1,0,0,0.7712712214072182,0.47646929375022945
Graphic Designer,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),25,4,0.592688695775413,0.4464695755612752,0,22,0,0,0.460168962441041,1,0,1,1,3,0.3204662457974578,0.4160230396570948
Entrepreneur,Bachelor's,Flexible (>₹2L),Medium (2-5 years),45,5,0.6480732789812004,0.6376942065938824,1,8,0,0,0.5418724648447276,1,0,1,0,4,0.3784171322662818,0.42042935348973354
Machine Learning Engineer,Diploma,Very Limited (<₹25K),Medium (2-5 years),29,0,0.4989264333184157,0.3579104120319057,1,38,0,0,0.3291970592003226,1,0,1,0,1,0.9024466488229741,0.5179676612829349
Teacher,Master's,Flexible (>₹2L),Flexible (5+ years),35,5,0.3687529577775419,0.5189319938619245,0,17,0,1,0.022529812385079284,2,1,1,1,0,0.5571515097798112,0.5420714755045336
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),29,5,0.5482717386241039,0.4832694369150044,2,27,0,1,0.17518395192423603,2,1,1,0,9,0.33604505123466405,0.5814378182275929
Product Manager,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),29,1,0.7326250828681669,0.5770106416430449,0,6,0,0,0.7859520091357857,1,0,1,0,0,0.7358570071971915,0.42807186272316045
Teacher,Diploma,Flexible (>₹2L),Medium (2-5 years),34,5,0.5383146663830894,0.3622359777532999,0,20,1,1,0.14198408384230587,2,0,2,1,0,0.3980781926639211,0.6498030353806937
Doctor (MBBS),Master's,Very Limited (<₹25K),Flexible (5+ years),26,1,0.4656113106081426,0.5069105983254601,0,8,1,0,0.6493695225620738,1,0,1,0,0,0.3107676433028084,0.4572287579074843
Data Scientist,Master's,Moderate (₹75K-₹2L),Immediate (<1 year),43,12,0.9814739770728766,0.6122293495516875,0,33,1,0,0.09038420199281921,1,0,2,0,0,0.943987839553905,0.7295593797253829
Graphic Designer,High School,Very Limited (<₹25K),Flexible (5+ years),44,2,0.5868867205110582,0.6028903384036011,1,28,0,1,0.38361229142262504,1,0,0,1,2,0.4557102480211728,0.6030824593593459
Civil Engineer,High School,Moderate (₹75K-₹2L),Flexible (5+ years),23,1,0.7799592860646029,0.6632047093793458,0,5,0,1,0.429407104453881,1,0,1,2,6,0.33535403855762186,0.5045199103250095
Teacher,Master's,Limited (₹25K-₹75K),Flexible (5+ years),26,0,0.6367137700932151,0.7164031757044613,0,37,1,0,0.4483821353237585,1,1,1,0,5,0.7443062716772455,0.6300161038586533
Software Engineer,High School,Flexible (>₹2L),Medium (2-5 years),27,10,0.38933383650656905,0.6203204780059853,1,20,1,0,0.300348536601745,2,0,2,0,0,0.4658919897208935,0.5791920116581691
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),29,3,0.7302889507930019,0.614472469985979,0,26,0,1,0.43864429583942655,2,0,1,0,0,0.5695611561201892,0.6422745036705354
Graphic Designer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),33,1,0.4319646129594156,0.3727947391564589,1,26,0,0,0.44256447194837994,1,0,2,0,0,0.7717736587152393,0.456272592803695
Product Manager,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),25,8,0.515104969829148,0.3065978178329004,2,39,0,0,0.5091101656476492,1,0,2,0,0,0.9025103666020484,0.5399306766884846
Machine Learning Engineer,PhD,Very Limited (<₹25K),Flexible (5+ years),29,2,0.5333129778760332,0.4960480084063177,1,32,1,0,0.3546686125196947,2,1,2,0,0,0.482853340125325,0.6324790332164358
Software Engineer,Bachelor's,Very Limited (<₹25K),Immediate (<1 year),32,8,0.5239981544238292,0.49234192415957384,0,16,0,1,0.6222429815279369,1,0,1,0,2,0.3296062487307776,0.4856857495355107
Lawyer,High School,Very Limited (<₹25K),Flexible (5+ years),43,4,0.5167419844921796,0.4233254557199464,0,22,1,0,0.013057955535947408,1,0,0,1,0,0.8395350873383978,0.5656710718465503
Civil Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),42,0,0.5706514284115098,0.5024352101348706,1,27,0,0,0.3725729049354466,2,0,1,0,0,0.5114937058350164,0.5226916072475111
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),21,0,0.5914145217680696,0.745066228254115,1,29,1,0,0.5121876029408112,2,0,1,0,0,0.8560730908801111,0.6809871129886963
Product Manager,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),31,0,0.6852411358594848,0.5404756236437198,0,5,0,0,0.31563573044939747,1,1,1,2,1,0.8733798062527032,0.43309010784195356
Doctor (MBBS),Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),31,0,0.46520955303868056,0.5963110205943427,1,35,1,0,0.5224274149734466,1,0,2,0,0,0.8087149415850414,0.6280529400274674
Teacher,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),35,1,0.562676448067351,0.6786908744621835,0,18,0,0,0.23901695207573717,2,0,1,3,0,0.7263248732738405,0.5062043168427028
Civil Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),23,5,0.7565602895439106,0.621524434634114,0,37,0,0,0.5212809096797212,1,0,1,1,2,0.5322165027497827,0.545504169424069
Data Scientist,High School,Limited (₹25K-₹75K),Immediate (<1 year),38,2,0.6983955345746052,0.4286511060287811,1,26,0,1,0.34300838993438465,1,1,0,0,0,0.6609147651177814,0.6173720915784081
Civil Engineer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),40,3,0.7537679794155895,0.6997763175830827,2,10,0,1,0.5526847552954364,1,0,0,0,0,0.533098900622162,0.6172407507869165
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),25,5,0.943885284558753,0.6239129373399773,2,23,0,1,0.5681980740187941,2,0,1,0,0,0.6508553337644792,0.7227468605000316
Doctor (MBBS),Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),42,1,0.6279218049260593,0.5937648758049809,0,26,1,0,0.05767388750321506,1,0,2,0,0,0.773994655077967,0.6229651307346966
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),27,0,0.4010788365280719,0.5196125891327216,0,35,1,0,0.7074543486180156,2,0,1,3,0,0.5384257964586047,0.580956228067552
Doctor (MBBS),High School,Flexible (>₹2L),Immediate (<1 year),44,6,0.6971130552356032,0.737349527246272,2,12,0,0,0.21263804890718974,1,0,2,0,0,0.5591260157371296,0.5373494384755585
Doctor (MBBS),Master's,Very Limited (<₹25K),Medium (2-5 years),25,4,0.6193486156717716,0.5103305163438738,0,22,1,0,0.42575850906608365,1,1,2,0,3,0.8744726960607536,0.5603550099356689
Entrepreneur,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),35,2,0.633006713126005,0.4818098826295341,0,20,1,0,0.49716223581433316,1,0,1,0,1,0.6367288048487325,0.5491844868046843
Doctor (MBBS),Master's,Moderate (₹75K-₹2L),Medium (2-5 years),28,5,0.668930557075163,0.5791600268320004,1,9,0,1,0.31290186823819066,1,0,2,0,3,0.45245799039278134,0.5413879215475622
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),36,0,0.41704301264984367,0.4656635605273951,1,6,0,1,0.8670435033499247,1,0,1,0,2,0.3315598985220317,0.43565062303435004
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),22,0,0.6390534981356127,0.4551574918275182,2,16,0,1,0.38262032265527074,1,0,1,0,0,0.5776607003120204,0.5908363422840879
Lawyer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),32,2,0.6753811391856743,0.48101469807682057,1,37,0,0,0.40700961577452804,1,0,1,0,0,0.30016040399245597,0.5406359719595544
Data Scientist,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),45,3,0.8215540899383751,0.6798255670467825,0,25,0,1,0.5128381893056403,2,1,2,1,0,0.6580229362307759,0.6672938903909491
Civil Engineer,Master's,Very Limited (<₹25K),Urgent (1-2 years),33,7,0.5213514561420961,0.6473529336740557,0,5,0,0,0.4299278810847558,1,0,2,0,2,0.7667934194286719,0.3986331748633901
Software Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),30,1,0.56354912832805,0.5183721402015513,1,20,0,0,0.20734533860357138,1,0,2,1,0,0.36453989930732056,0.47332537473103015
Software Engineer,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),43,2,0.5727982453775825,0.10061640809928102,0,34,0,1,0.987329116065262,2,0,1,1,3,0.3964095581031861,0.5076061323923049
Doctor (MBBS),Bachelor's,Flexible (>₹2L),Flexible (5+ years),20,9,0.79529684147687,0.5350718624737582,1,7,1,1,0.48514801613732284,1,0,2,1,0,0.9406394799943048,0.6883447208592868
Data Scientist,High School,Limited (₹25K-₹75K),Medium (2-5 years),32,0,0.42274510922511577,0.35453791177541694,0,27,0,1,0.45489261404796116,1,0,1,0,0,0.923091901950063,0.5373896730064408
Product Manager,High School,Moderate (₹75K-₹2L),Flexible (5+ years),19,2,0.5079485326690122,0.6651537511930936,0,7,1,0,0.2834992697588407,2,0,0,0,0,0.4422675145218372,0.5355511814509163
Software Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),24,0,0.3827330108872979,0.553861710444848,0,29,0,1,0.20698259178456677,1,1,0,0,0,0.7029953173470485,0.5681764950223108
Teacher,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),44,7,0.6368155496417933,0.7392921853148977,0,32,0,0,0.18293358933899423,1,1,1,0,0,0.9085063749760685,0.569535577007447
Product Manager,Master's,Very Limited (<₹25K),Flexible (5+ years),29,6,0.6500726830378699,0.572150361639107,1,6,1,0,0.3088082840774329,1,0,1,0,4,0.77042981493853,0.5347515007298282
Software Engineer,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),35,3,0.6066927929142624,0.6257952196183046,0,31,0,0,0.5074001860374412,1,1,0,3,0,0.4879225766934193,0.5054839610583971
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),26,7,0.5845665574838076,0.6269336111963018,1,16,0,1,0.615989231718524,1,1,0,0,0,0.6394444860739914,0.5721261158939802
Investment Banker,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),28,0,0.8734454421327691,0.4822911145712454,1,32,1,0,0.5987684668737641,0,0,2,0,0,0.38491910052947936,0.6313402872950264
Graphic Designer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),22,0,0.5279976657416581,0.6763020656183765,0,40,1,0,0.3972162588568886,2,0,2,0,0,0.7008756000526312,0.6722278100508752
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),45,7,0.5967694344955216,0.5041701900438694,1,17,1,0,0.7196617124082048,2,0,1,2,1,0.4323640146748852,0.5626978638523522
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),34,2,0.5656883772107639,0.25222365608161684,0,25,0,0,0.5617179526028254,1,0,2,0,0,0.6001724815316215,0.4216439503008351
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),19,4,0.25699952668598053,0.616364376167867,1,35,0,0,0.6620507204273927,1,0,0,3,0,0.36778077919151697,0.4603910647005824
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),28,3,0.6518389140173608,0.6302957113466023,0,33,0,1,0.43883960166407526,1,0,2,0,0,0.32890036615914114,0.6181651777302158
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),27,0,0.5691897906197766,0.3200525834547688,1,28,0,0,0.09841077623558908,1,0,0,2,0,0.5571543142357182,0.4897830225421771
Doctor (MBBS),High School,Very Limited (<₹25K),Flexible (5+ years),41,4,0.4700508742774933,0.340392967861458,1,25,1,0,0.333648363844804,2,0,2,0,0,0.6776798236145118,0.5810206930232028
Software Engineer,Master's,Limited (₹25K-₹75K),Immediate (<1 year),35,5,0.5595204055243863,0.9643426905537662,0,16,0,1,0.4145626900091017,0,0,2,1,4,0.6410349841056078,0.5512124327261009
Product Manager,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),36,12,0.41294143919109283,0.3081916512228948,2,25,0,1,0.6411919741892641,1,0,1,0,0,0.7693197267552397,0.5539734231499516
Civil Engineer,Bachelor's,Limited (₹25K-₹75K),Immediate (<1 year),36,6,0.5825626159630056,0.48650717631048934,1,30,0,0,0.37611632429262354,0,0,1,0,0,0.5215090682135546,0.4842582368352211
Software Engineer,Bachelor's,Flexible (>₹2L),Urgent (1-2 years),43,8,0.5022802511924449,0.7643818046968794,2,12,0,0,0.5983740281604142,1,0,0,2,0,0.7838814599324462,0.49438869253162243
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),36,3,0.35298674376783035,0.5558561264082871,1,18,0,0,0.4208947409823608,1,0,2,0,0,0.8428684186518645,0.44257445159828435
Software Engineer,Master's,Limited (₹25K-₹75K),Flexible (5+ years),36,1,0.7767712554203661,0.5202397499151293,2,36,0,1,0.17808060236442502,2,0,2,2,0,0.3957036375729906,0.729271365331771
Lawyer,High School,Limited (₹25K-₹75K),Urgent (1-2 years),30,7,0.6060316307428784,0.596548723219458,2,25,1,0,0.4803880930938608,2,1,1,1,1,0.8364117225352012,0.6655731494368948
Teacher,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),44,7,0.6936604217342343,0.6244111468201192,0,5,0,0,0.21669517135688202,0,0,2,0,0,0.4680444706341662,0.4137112213337289
Software Engineer,PhD,Very Limited (<₹25K),Immediate (<1 year),24,0,0.7829283824245358,0.5018896885016447,1,31,1,0,0.5744091276902415,0,0,2,0,5,0.4255397118180705,0.582342325633212
Teacher,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),19,7,0.70141845256755,0.7257353150870807,2,7,0,0,0.2753335458495113,1,0,1,0,2,0.5166341075364197,0.4991256825275842
Doctor (MBBS),Master's,Very Limited (<₹25K),Immediate (<1 year),43,7,0.31874730454124367,0.39996342187745954,0,38,0,0,0.10018897081532613,2,0,2,3,6,0.6080637644908219,0.45163771387364243
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),36,1,0.6042000726221122,0.8541665542969441,1,31,0,1,0.5146331834258013,2,0,1,0,0,0.3274746113569838,0.6808570690655231
Graphic Designer,High School,Very Limited (<₹25K),Medium (2-5 years),41,3,0.41659590442028993,0.1062911002038035,1,9,0,0,0.5527298288693802,2,0,1,0,0,0.9372805257506611,0.3772403807586926
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),39,2,0.7226991540520469,0.6032707096310066,0,35,1,0,0.4115674072197211,2,0,1,0,0,0.5605578157489396,0.6737299576815213
Machine Learning Engineer,Master's,Very Limited (<₹25K),Urgent (1-2 years),30,6,0.5446846095938291,0.5024567049244788,1,15,0,0,0.3285456071241592,1,0,1,0,2,0.6191473195200532,0.4417521799438991
Civil Engineer,Diploma,Very Limited (<₹25K),Flexible (5+ years),22,4,0.5852752789108349,0.5207589825695744,0,16,0,1,0.39397522838547816,0,0,2,0,0,0.7551010377969344,0.5232251936381759
Machine Learning Engineer,Diploma,Limited (₹25K-₹75K),Urgent (1-2 years),37,0,0.5258317803997986,0.839867576495507,2,32,1,0,0.5289246435967561,2,1,0,1,0,0.6287170953734083,0.7061361151431184
Software Engineer,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),37,1,0.56800278515723,0.4285688955269242,1,20,0,0,0.3082443709343068,2,0,1,0,1,0.6338248292406244,0.48749824760913385
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Immediate (<1 year),26,5,0.44677068243088813,0.5084770026403411,2,5,0,0,0.668379002513652,0,1,0,1,0,0.9173381701573977,0.3968236452644161
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),27,0,0.4929332661378051,0.5810992660891533,0,19,0,0,0.08005458108163072,1,1,2,0,2,0.7526372643967478,0.4522973439733566
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),44,2,0.4462831754403777,0.4534393154159213,0,35,0,0,0.8261953213929775,2,0,1,0,1,0.4731193541273396,0.46420206737051517
